Date & Time,Amount Outgoing (Yen),Amount Incoming (Yen),Amount Outgoing Overseas,Currency,Exchange Rate (Yen),Country Paid In,Transaction Type,Business Name,Method,Payment Option,User,Transaction ID
2025/08/29 11:48:42,"1,595",-,-,-,-,-,Payment,ブラッスリールービン赤坂アーク／ＮＦＣ,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025082911484200520982
2025/08/29 02:27:25,380,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04786796405226119169
2025/08/28 21:06:34,"10,780",-,-,-,-,-,Money Sent,Nhan,PayPay Balance,-,-,02075482769649901571
2025/08/28 21:05:09,-,"10,780",-,-,-,-,Top-Up,PayPay,Credit Mastercard 5298,-,-,02075482039505870861
2025/08/28 15:09:46,-,12,-,-,-,-,"Points, Balance Earned",セブン-イレブン,PayPay Point,-,-,04786447147075092484
2025/08/28 15:09:46,660,-,-,-,-,-,Payment,セブン-イレブン - 越谷千間台東,Credit Mastercard 5298,-,-,04786447147075092484
2025/08/28 09:36:10,-,420,-,-,-,-,"Points, Balance Earned",PayPay資産運用,PayPay Point,-,-,04786275210944708608
2025/08/28 09:36:10,"60,000",-,-,-,-,-,Invested,PayPay Securities,Credit Mastercard 5298,-,-,04786275210944708608
2025/08/28 09:36:08,"40,000",-,-,-,-,-,Invested,PayPay Securities,Credit Mastercard 5298,-,-,04786275202354380800
2025/08/28 09:36:08,-,280,-,-,-,-,"Points, Balance Earned",PayPay資産運用,PayPay Point,-,-,04786275202354380800
2025/08/28 00:54:43,89,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04786006466250842112
2025/08/27 17:36:08,"4,073",-,-,-,-,-,Payment,ジヤパンミートコシガヤテン,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025082717360800335132
2025/08/27 16:58:13,240,-,-,-,-,-,Payment,ファミリーマート - せんげん台駅前,Credit Mastercard 5298,-,-,04785760871428775940
2025/08/27 16:58:13,-,4,-,-,-,-,"Points, Balance Earned",ファミリーマート,PayPay Point,-,-,04785760871428775940
2025/08/27 15:35:44,410,-,-,-,-,-,Payment,フクシマヤ ロツポンギテン,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025082715354400478524
2025/08/27 11:04:48,-,16,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,04785578721865981952
2025/08/27 11:04:47,800,-,-,-,-,-,Payment,森ビル - アークヒルズ,Credit Mastercard 5298,-,-,04785578721865981952
2025/08/27 11:00:56,9,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04785576729001615360
2025/08/27 05:59:08,46,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04785421191054966786
2025/08/27 00:35:09,700,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04785254211316637696
2025/08/26 20:24:13,-,140,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025082208455000186401
2025/08/26 20:11:48,"2,000",-,-,-,-,-,Payment,ｎａｎａｃｏ　Ａｐｐｌｅ　Ｐａｙ　チャー,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025082620114800650147
2025/08/26 16:39:07,-,4,-,-,-,-,"Points, Balance Earned",ビッグエー6220せんげん台駅東口,PayPay Point,-,-,04785008857015787537
2025/08/26 16:39:07,220,-,-,-,-,-,Payment,ビッグエー6220せんげん台駅東口,Credit Mastercard 5298,-,-,04785008857015787537
2025/08/26 16:33:54,-,4,-,-,-,-,"Points, Balance Earned",ファミリーマート,PayPay Point,-,-,04785006168365465603
2025/08/26 16:33:54,255,-,-,-,-,-,Payment,ファミリーマート - せんげん台駅前,Credit Mastercard 5298,-,-,04785006168365465603
2025/08/26 16:25:32,-,20,-,-,-,-,"Points, Balance Earned",富士薬品グループ,PayPay Point,-,-,04785001856218783748
2025/08/26 16:25:32,"1,160",-,-,-,-,-,Payment,富士薬品グループ - ドラッグストアスマイル　せんげん台店,Credit Mastercard 5298,-,-,04785001856218783748
2025/08/26 15:44:39,"1,056",-,-,-,-,-,Payment,Ｍｅｒｃｉ　ｌｉｆｅ　ｏｒｇａｎｉｃｓ,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025082615443900829134
2025/08/26 13:53:51,-,85,-,-,-,-,"Points, Balance Earned",松屋フーズ,PayPay Point,-,-,04784923679224234007
2025/08/26 13:53:51,"1,230",-,-,-,-,-,Payment,松屋フーズ - Ｒ越谷下間久里店,Credit Mastercard 5298,-,-,04784923679224234007
2025/08/26 11:17:14,-,16,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,04784842968198905858
2025/08/26 11:17:14,893,-,-,-,-,-,Payment,森ビル - アークヒルズ,Credit Mastercard 5298,-,-,04784842968198905858
2025/08/26 10:20:38,-,7,-,-,-,-,"Points, Balance Earned",PayPayほけん,PayPay Point,-,-,04784813788190597123
2025/08/26 10:20:38,370,-,-,-,-,-,Payment,PayPayほけん,Credit Mastercard 5298,-,-,04784813788190597123
2025/08/26 08:21:18,"81,152",-,-,-,-,-,Bank Transfer,PayPay銀行 *****87,PayPay Balance,-,-,02073604004925128705
2025/08/26 08:20:46,-,"40,000",-,-,-,-,Top-Up,PayPay,セブン銀行 *****87,-,-,02073603738638188550
2025/08/26 08:20:10,-,"40,000",-,-,-,-,Top-Up,PayPay,三井住友銀行 *****84,-,-,02073603429400600580
2025/08/26 08:02:55,6,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04784742809561022471
2025/08/26 08:02:47,-,6,-,-,-,-,"Points, Balance Earned",PayPayカード,PayPay Point,-,-,272879871015059456-221566839
2025/08/26 02:56:33,168,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04784584909383139330
2025/08/26 01:00:20,218,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04784525011768877058
2025/08/25 14:01:05,668,-,-,-,-,-,Payment,森ビル - アークヒルズ,Credit Mastercard 5298,-,-,04784185236906549254
2025/08/25 14:01:05,-,12,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,04784185236906549254
2025/08/25 11:55:01,-,36,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,04784120262641680399
2025/08/25 11:55:01,"1,980",-,-,-,-,-,Payment,森ビル - アークヒルズ,Credit Mastercard 5298,-,-,04784120262641680399
2025/08/25 11:44:44,"1,589",-,-,-,-,-,Payment,ヤクルト届けてネット（埼玉東部）,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025082511444400622896
2025/08/25 02:31:16,8,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04783829708103802883
2025/08/25 00:50:30,132,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04783777781948956672
2025/08/24 20:46:52,-,264,-,-,-,-,"Points, Balance Earned",Sesofoods,PayPay Point,-,-,04783652214285647873
2025/08/24 20:46:52,"13,225",-,-,-,-,-,Payment,Sesofoods,Credit Mastercard 5298,-,-,04783652214285647873
2025/08/24 14:55:54,-,28,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025081811423800123266
2025/08/24 10:53:31,13,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04783346395434065925
2025/08/24 01:03:04,-,410,-,-,-,-,"Points, Balance Earned",Yahoo!ショッピング,PayPay Point,-,-,lp-102895974642327552-c_22b6bffe-873c-40ed-a733-bfc533695bb4_sppf
2025/08/24 00:52:22,140,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04783036565083070467
2025/08/23 17:25:10,-,80,-,-,-,-,"Points, Balance Earned",マツモトキヨシ,PayPay Point,-,-,04782806088547950597
2025/08/23 17:25:10,"4,078",-,-,-,-,-,Payment,マツモトキヨシ - マツモトキヨシセブンタウンせんげん台店,Credit Mastercard 5298,-,-,04782806088547950597
2025/08/23 17:09:44,-,16,-,-,-,-,"Points, Balance Earned",ダイソー,PayPay Point,-,-,04782798125679165445
2025/08/23 17:09:44,878,-,-,-,-,-,Payment,ダイソー - セブンＴせんげん台店,Credit Mastercard 5298,-,-,04782798125679165445
2025/08/23 16:41:51,171,-,-,-,-,-,Payment,ヨークフーズ - ヨークフーズせんげん台店,Credit Mastercard 5298,-,-,04782783763308167170
2025/08/23 12:51:15,10,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04782664904383619083
2025/08/23 00:48:21,198,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04782292333149839360
2025/08/23 00:19:24,-,24,-,-,-,-,"Points, Balance Earned",PayPayほけん,PayPay Point,-,-,04782277403843264516
2025/08/23 00:19:24,"1,300",-,-,-,-,-,Payment,PayPayほけん,Credit Mastercard 5298,-,-,04782277403843264516
2025/08/22 17:14:14,-,12,-,-,-,-,"Points, Balance Earned",ヨークフーズ,PayPay Point,-,-,04782058274612002822
2025/08/22 17:14:14,771,-,-,-,-,-,Payment,ヨークフーズ - ヨークフーズせんげん台店,Credit Mastercard 5298,-,-,04782058274612002822
2025/08/22 15:07:54,-,32,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025081811192800046891
2025/08/22 09:33:06,160,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04781820608301744132
2025/08/22 08:45:50,"7,061",-,-,-,-,-,Payment,オーケー コシガヤオオドマリテン,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025082208455000186401
2025/08/22 00:46:22,176,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04781549132008816642
2025/08/22 00:02:48,24,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04781526677919907844
2025/08/21 21:46:37,-,64,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025081709242600376942
2025/08/21 19:32:48,-,72,-,-,-,-,"Points, Balance Earned",ガスト,PayPay Point,-,-,04781387520978460677
2025/08/21 19:32:48,"3,650",-,-,-,-,-,Payment,ガスト - 越谷大袋店,Credit Mastercard 5298,-,-,04781387520978460677
2025/08/21 18:15:18,-,4,-,-,-,-,"Points, Balance Earned",ダイソー,PayPay Point,-,-,04781347586371829760
2025/08/21 18:15:18,220,-,-,-,-,-,Payment,ダイソー - セブンＴせんげん台店,Credit Mastercard 5298,-,-,04781347586371829760
2025/08/21 18:05:02,192,-,-,-,-,-,Payment,マツモトキヨシ - マツモトキヨシセブンタウンせんげん台店,Credit Mastercard 5298,-,-,04781342294972211202
2025/08/21 11:09:53,-,16,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,04781128319701942272
2025/08/21 11:09:52,893,-,-,-,-,-,Payment,森ビル - アークヒルズ,Credit Mastercard 5298,-,-,04781128319701942272
2025/08/21 08:43:35,4,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04781052925846110208
2025/08/20 15:59:32,-,24,-,-,-,-,"Points, Balance Earned",福島屋,PayPay Point,-,-,04780535433824141318
2025/08/20 15:59:31,"1,285",-,-,-,-,-,Payment,福島屋 - 福島屋　六本木店,Credit Mastercard 5298,-,-,04780535433824141318
2025/08/20 11:55:01,-,16,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,04780409410894848005
2025/08/20 11:55:00,850,-,-,-,-,-,Payment,森ビル - アークヒルズ,Credit Mastercard 5298,-,-,04780409410894848005
2025/08/20 08:57:28,8,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04780317902321770501
2025/08/20 01:26:52,-,153,-,-,-,-,"Points, Balance Earned",Yahoo!ショッピング,PayPay Point,-,-,04778083746230738944
2025/08/19 18:43:47,"3,795",-,-,-,-,-,Payment,ステーキのどん - 千間台店,Credit Mastercard 5298,-,-,04779877925869543429
2025/08/19 18:43:47,-,72,-,-,-,-,"Points, Balance Earned",ステーキのどん,PayPay Point,-,-,04779877925869543429
2025/08/19 14:23:45,-,16,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025081517213900507045
2025/08/19 11:54:57,-,40,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,04779667214774272002
2025/08/19 11:54:57,"2,080",-,-,-,-,-,Payment,森ビル - アークヒルズ,Credit Mastercard 5298,-,-,04779667214774272002
2025/08/19 09:00:01,110,-,-,-,-,-,Payment,Appleサービス,Credit Mastercard 5298,-,-,04779577054819565568
2025/08/19 06:04:45,43,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04779486714477314048
2025/08/19 03:18:20,-,684,-,-,-,-,"Points, Balance Earned",Yahoo!ショッピング,PayPay Point,-,-,04776778729007185926
2025/08/18 18:02:45,21,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04779114607101321218
2025/08/18 14:53:04,-,108,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025081413010700366249
2025/08/18 11:42:38,"1,589",-,-,-,-,-,Payment,ヤクルト届けてネット（埼玉東部）,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025081811423800123266
2025/08/18 11:19:28,"1,670",-,-,-,-,-,Payment,Ｇｕｚｍａｎ　ｙ　Ｇｏｍｅｚ　赤／ＮＦＣ,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025081811192800046891
2025/08/18 05:03:51,42,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04778713165098024960
2025/08/18 03:21:50,302,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04778660577518075905
2025/08/18 00:26:37,-,28,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025081112330900058713
2025/08/18 00:24:02,-,72,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025081317185800025415
2025/08/17 17:25:07,-,52,-,-,-,-,"Points, Balance Earned",ヨークフーズ,PayPay Point,-,-,04778353040680042496
2025/08/17 17:25:07,"2,739",-,-,-,-,-,Payment,ヨークフーズ - ヨークフーズせんげん台店,Credit Mastercard 5298,-,-,04778353040680042496
2025/08/17 16:37:44,185,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04778328610906324994
2025/08/17 09:24:26,"3,326",-,-,-,-,-,Payment,ジヤパンミートコシガヤテン,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025081709242600376942
2025/08/17 08:42:38,"10,231",-,-,-,-,-,Payment,Yahoo!ショッピング,Credit Mastercard 5298,-,-,04778083746230738944
2025/08/16 19:14:08,-,24,-,-,-,-,"Points, Balance Earned",サーティワン アイスクリーム,PayPay Point,-,-,04777667048503656457
2025/08/16 19:14:08,"1,360",-,-,-,-,-,Payment,サーティワン アイスクリーム - イオンレイクタウン,Credit Mastercard 5298,-,-,04777667048503656457
2025/08/16 18:45:19,-,16,-,-,-,-,"Points, Balance Earned",イオンリテール,PayPay Point,-,-,04777652196506255375
2025/08/16 18:45:19,990,-,-,-,-,-,Payment,イオンリテール - イオンレイクタウンmori,Credit Mastercard 5298,-,-,04777652196506255375
2025/08/16 18:18:56,-,8,-,-,-,-,"Points, Balance Earned",イオンリテール,PayPay Point,-,-,04777638598640254980
2025/08/16 18:18:55,550,-,-,-,-,-,Payment,イオンリテール - イオンレイクタウンmori,Credit Mastercard 5298,-,-,04777638598640254980
2025/08/16 17:42:59,-,8,-,-,-,-,"Points, Balance Earned",イオンリテール,PayPay Point,-,-,04777620070150529027
2025/08/16 17:42:59,660,-,-,-,-,-,Payment,イオンリテール - イオンレイクタウンmori,"PayPay Point (180yen), Credit Mastercard 5298 (480yen)",-,-,04777620070150529027
2025/08/16 14:55:02,-,60,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025081213345600230411
2025/08/16 01:21:31,-,80,-,-,-,-,"Points, Balance Earned",Yahoo!ショッピング,PayPay Point,-,-,lp-102895974642327552-c_21ba0e0f-6ae5-4b8f-aaba-cb6417a760ba_6042449791530123170270730
2025/08/16 00:00:00,410,-,-,-,-,-,Payment,ＥＴＣカード売上,PayPay Card Gold Mastercard 9092,One-time Payment,Personal Use,PPCD_C_202509170700002821120247
2025/08/15 22:17:00,-,72,-,-,-,-,"Points, Balance Earned",餃子の王将　ネット・モバイル,PayPay Point,-,-,04776855548792807427
2025/08/15 17:21:39,829,-,-,-,-,-,Payment,Ｍｅｒｃｉ　ｌｉｆｅ　ｏｒｇａｎｉｃｓ,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025081517213900507045
2025/08/15 16:59:37,"3,730",-,-,-,-,-,Payment,餃子の王将　ネット・モバイル,Credit Mastercard 5298,-,-,04776855548792807427
2025/08/15 14:30:33,"68,470",-,-,-,-,-,Payment,Yahoo!ショッピング,"PayPay Point (67,885yen), Credit Mastercard 5298 (585yen)",-,-,04776778729007185926
2025/08/15 14:29:19,-,"67,000",-,-,-,-,"Points, Balance Earned",PayPayポイント運用,PayPay Point,-,-,214669354616520704-2733904755
2025/08/15 12:59:40,113,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04776731888094035968
2025/08/15 11:14:25,-,16,-,-,-,-,"Points, Balance Earned",森ビル,PayPay Point,-,-,04776677642656505858
2025/08/15 11:14:25,890,-,-,-,-,-,Payment,森ビル - アークヒルズ,Credit Mastercard 5298,-,-,04776677642656505858
2025/08/15 02:38:06,163,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04776411535073935360
2025/08/14 17:34:45,140,-,-,-,-,-,Payment,ジハンピ,Credit Mastercard 5298,-,-,04776131494614745089
2025/08/14 15:16:07,-,48,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025080510343300352934
2025/08/14 15:08:14,-,200,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025081017273200835524
2025/08/14 13:01:07,"5,555",-,-,-,-,-,Payment,ブラッスリールービン赤坂アーク／ＮＦＣ,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025081413010700366249
2025/08/14 08:00:02,-,"7,886",-,-,-,-,Refund,apollostation - プリテールせんげん台SS,Credit Mastercard 5298,-,-,04775834300057305089
2025/08/14 08:00:02,160,-,-,-,-,-,"Points, Balance Removed",-,PayPay Point,-,-,04775834300057305089
2025/08/14 07:58:07,-,300,-,-,-,-,"Points, Balance Earned",apollostation,PayPay Point,-,-,04775834300057305089
2025/08/14 07:58:07,"15,000",-,-,-,-,-,Payment,apollostation - プリテールせんげん台SS,Credit Mastercard 5298,-,-,04775834300057305089
2025/08/14 04:51:53,18,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04775738307538698241
2025/08/14 02:49:46,20,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04775675377677860864
2025/08/14 01:12:14,-,410,-,-,-,-,"Points, Balance Earned",Yahoo!ショッピング,PayPay Point,-,-,lp-102895974642327552-c_500ed861-e3d8-4d34-a893-7645a037dcee_sppf
2025/08/14 00:56:10,92,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04775616828683214848
2025/08/13 17:18:58,"3,744",-,-,-,-,-,Payment,ジヤパンミートコシガヤテン,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025081317185800025415
2025/08/13 02:54:16,2,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04774935518019076100
2025/08/13 02:54:08,-,2,-,-,-,-,"Points, Balance Earned",Yahoo!ズバトク,PayPay Point,-,-,121904701032398848-c_70a8fcc2-9c11-4305-ac88-1d6a7505e3cb_0389200
2025/08/13 02:12:12,7,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04774913845614706688
2025/08/13 01:27:46,115,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04774890936257691648
2025/08/12 21:49:37,"1,880",-,-,-,-,-,Money Sent,Nanh,PayPay Balance,-,-,02063630223278391297
2025/08/12 21:49:34,-,"3,000",-,-,-,-,Top-Up,PayPay,三井住友銀行 *****84,-,-,02063630206097858564
2025/08/12 18:56:56,-,32,-,-,-,-,"Points, Balance Earned",マクドナルドモバイルオーダー,PayPay Point,-,-,04774688428549464076
2025/08/12 18:54:51,"1,690",-,-,-,-,-,Payment,マクドナルドモバイルオーダー,Credit Mastercard 5298,-,-,04774688428549464076
2025/08/12 17:01:10,140,-,-,-,-,-,Payment,ジハンピ,Credit Mastercard 5298,-,-,04774629836605857795
2025/08/12 16:37:20,-,20,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025080709504500478273
2025/08/12 13:34:56,"3,139",-,-,-,-,-,Payment,ラクテンモバイルツウシンリョウ,PayPay Card Gold Mastercard 1473,One-time Payment,Family Use,PPCD_A_2025081213345600230411
2025/08/12 12:08:11,7,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04774478834145517570
2025/08/12 11:43:21,-,28,-,-,-,-,"Points, Balance Earned",JASMINE THAI,PayPay Point,-,-,04774466035143319563
2025/08/12 11:43:21,"1,400",-,-,-,-,-,Payment,JASMINE THAI - JASMINE THAI TERRACE 赤坂店,Credit Mastercard 5298,-,-,04774466035143319563
2025/08/12 02:32:24,"1,091",-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04774182077675487234
2025/08/11 17:18:59,990,-,-,-,-,-,Payment,ジーユー - 新越谷ヴァリエ店,Credit Mastercard 5298,-,-,04773896848896999425
2025/08/11 17:18:59,-,16,-,-,-,-,"Points, Balance Earned",ジーユー,PayPay Point,-,-,04773896848896999425
2025/08/11 16:05:31,-,36,-,-,-,-,"Points, Balance Earned",Kid's US.LAND,PayPay Point,-,-,04773858993055866887
2025/08/11 16:05:31,"1,900",-,-,-,-,-,Payment,Kid's US.LAND - キッズユーエスランド 埼玉越谷店,Credit Mastercard 5298,-,-,04773858993055866887
2025/08/11 12:33:09,"1,589",-,-,-,-,-,Payment,ヤクルト届けてネット（埼玉東部）,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025081112330900058713
2025/08/11 12:00:19,5,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04773732617938075649
2025/08/11 07:13:31,30,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04773584802343043073
2025/08/11 00:16:23,8,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04773369813460344833
2025/08/10 17:27:32,"10,177",-,-,-,-,-,Payment,ジヤパンミートコシガヤテン,PayPay Card Gold Mastercard 5298,One-time Payment,Personal Use,PPCD_A_2025081017273200835524
2025/08/10 14:44:52,-,28,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025080411461100513857
2025/08/10 07:09:14,4,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04772840415791546373
2025/08/10 01:58:14,96,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04772680136201773056
2025/08/10 01:02:42,-,422,-,-,-,-,"Points, Balance Earned",Yahoo!ショッピング,PayPay Point,-,-,lp-102895974642327552-c_bfed6148-4962-4a73-927d-f203f3cb69c2_sppf
2025/08/09 19:48:06,100,-,-,-,-,-,Payment,ピットデザイン - ピットデザインイオンレイクタウンmori駐車場,Credit Mastercard 5298,-,-,04772489370934566912
2025/08/09 19:47:26,190,-,-,-,-,-,Payment,Coke ON,Credit Mastercard 5298,-,-,04772489027337379844
2025/08/09 18:36:31,-,20,-,-,-,-,"Points, Balance Earned",イオンリテール,PayPay Point,-,-,04772452477165330434
2025/08/09 18:36:31,"1,199",-,-,-,-,-,Payment,イオンリテール - イオンレイクタウンmori,Credit Mastercard 5298,-,-,04772452477165330434
2025/08/09 18:06:04,-,4,-,-,-,-,"Points, Balance Earned",イオンリテール,PayPay Point,-,-,04772436783354626050
2025/08/09 18:06:04,290,-,-,-,-,-,Payment,イオンリテール - イオンレイクタウンmori,Credit Mastercard 5298,-,-,04772436783354626050
2025/08/09 17:45:46,-,12,-,-,-,-,"Points, Balance Earned",イオンリテール,PayPay Point,-,-,04772426312224702465
2025/08/09 17:45:46,630,-,-,-,-,-,Payment,イオンリテール - イオンレイクタウンmori,Credit Mastercard 5298,-,-,04772426312224702465
2025/08/09 15:20:52,-,16,-,-,-,-,"Points, Balance Earned",イオンリテール,PayPay Point,-,-,04772351639922737152
2025/08/09 15:20:52,869,-,-,-,-,-,Payment,イオンリテール - イオンスタイルレイクタウン,Credit Mastercard 5298,-,-,04772351639922737152
2025/08/09 15:06:03,-,32,-,-,-,-,"Points, Balance Earned",イオンリテール,PayPay Point,-,-,04772343994881441796
2025/08/09 15:06:03,"1,608",-,-,-,-,-,Payment,イオンリテール - イオンスタイルレイクタウン,Credit Mastercard 5298,-,-,04772343994881441796
2025/08/09 14:43:22,-,28,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025080511521200730788
2025/08/09 14:40:41,-,36,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025080516125100694541
2025/08/09 10:22:23,272,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04772197794195030022
2025/08/09 03:01:36,-,53,-,-,-,-,"Points, Balance Earned",Yahoo!ショッピング,PayPay Point,-,-,lp-102895974642327552-c_e1e0fcbc-6e1a-4270-9b98-ae75c8f5da03_6031539550523837171919600
2025/08/08 18:14:44,-,8,-,-,-,-,"Points, Balance Earned",マクドナルドモバイルオーダー,PayPay Point,-,-,04771698693224939524
2025/08/08 18:13:59,430,-,-,-,-,-,Payment,マクドナルドモバイルオーダー,Credit Mastercard 5298,-,-,04771698693224939524
2025/08/08 18:04:01,-,28,-,-,-,-,"Points, Balance Earned",マクドナルド,PayPay Point,-,-,04771693547853791233
2025/08/08 18:04:01,"1,470",-,-,-,-,-,Payment,マクドナルド - マクドナルド4号線バイパス下間久里店,Credit Mastercard 5298,-,-,04771693547853791233
2025/08/08 15:17:09,-,84,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025080501165900119945
2025/08/08 14:48:25,-,56,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025080510330000990551
2025/08/08 14:47:04,-,44,-,-,-,-,"Points, Balance Earned",Store,PayPay Point,-,-,PPCD_A_2025080411074100091659
2025/08/08 11:44:07,-,28,-,-,-,-,"Points, Balance Earned",JASMINE THAI,PayPay Point,-,-,04771497748885045255
2025/08/08 11:44:07,"1,500",-,-,-,-,-,Payment,JASMINE THAI - JASMINE THAI TERRACE 赤坂店,Credit Mastercard 5298,-,-,04771497748885045255
2025/08/08 07:06:51,-,116,-,-,-,-,"Points, Balance Earned",Yahoo!フリマ,PayPay Point,-,-,04771354846733484039
2025/08/08 07:06:51,"11,800",-,-,-,-,-,Payment,Yahoo!フリマ,"PayPay Point (11,667yen), PayPay Balance (133yen)",-,-,04771354846733484039
2025/08/08 07:06:05,-,"11,360",-,-,-,-,"Points, Balance Earned",PayPayポイント運用,PayPay Point,-,-,214669354616520704-2714933685
2025/08/08 01:27:14,291,-,-,-,-,-,Invested,PayPayポイント運用,PayPay Point,-,-,04771179818226057219
2025/08/07 13:13:20,-,8,-,-,-,-,"Points, Balance Earned",Appleサービス,PayPay Point,-,-,04770801560455806982
2025/08/07 13:13:20,450,-,-,-,-,-,Payment,Appleサービス,Credit Mastercard 5298,-,-,04770801560455806982
